wafer_id,lot_id,die_row,die_col,bin_result,bin_code
W008,L1022,0,1,PASS,1
W008,L1022,0,2,PASS,1
W008,L1022,0,3,PASS,1
W008,L1022,0,4,PASS,1
W008,L1022,1,0,PASS,1
W008,L1022,1,1,PASS,1
W008,L1022,1,2,PASS,1
W008,L1022,1,3,PASS,1
W008,L1022,1,4,PASS,1
W008,L1022,2,0,PASS,1
W008,L1022,2,1,PASS,1
W008,L1022,2,2,PASS,1
W008,L1022,2,3,PASS,1
W008,L1022,2,4,PASS,1
W008,L1022,3,0,PASS,1
W008,L1022,3,1,PASS,1
W008,L1022,3,2,PASS,1
W008,L1022,3,3,PASS,1
W008,L1022,3,4,PASS,1
W008,L1022,4,0,PASS,1
W008,L1022,4,1,PASS,1
W008,L1022,4,2,PASS,1
W008,L1022,4,3,PASS,1
W008,L1022,4,4,PASS,1
W009,L1022,0,0,PASS,1
W009,L1022,0,1,PASS,1
W009,L1022,0,2,PASS,1
W009,L1022,0,3,PASS,1
W009,L1022,0,4,PASS,1
W009,L1022,1,0,PASS,1
W009,L1022,1,1,PASS,1
W009,L1022,1,2,PASS,1
W009,L1022,1,3,PASS,1
W009,L1022,1,4,PASS,1
W009,L1022,2,0,PASS,1
W009,L1022,2,1,PASS,1
W009,L1022,2,2,PASS,1
W009,L1022,2,3,PASS,1
W009,L1022,2,4,PASS,1
W009,L1022,3,0,PASS,1
W009,L1022,3,1,PASS,1
W009,L1022,3,2,PASS,1
W009,L1022,3,3,PASS,1
W009,L1022,3,4,PASS,1
W009,L1022,4,0,PASS,1
W009,L1022,4,1,PASS,1
W009,L1022,4,2,PASS,1
W009,L1022,4,3,PASS,1
W009,L1022,4,4,PASS,1
W010,L1022,0,0,PASS,1
W010,L1022,0,1,PASS,1
W010,L1022,0,2,PASS,1
W010,L1022,0,3,PASS,1
W010,L1022,0,4,PASS,1
W010,L1022,1,0,PASS,1
W010,L1022,1,1,PASS,1
W010,L1022,1,2,PASS,1
W010,L1022,1,3,PASS,1
W010,L1022,1,4,PASS,1
W010,L1022,2,0,PASS,1
W010,L1022,2,1,PASS,1
W010,L1022,2,2,PASS,1
W010,L1022,2,3,PASS,1
W010,L1022,2,4,PASS,1
W010,L1022,3,0,PASS,1
W010,L1022,3,1,PASS,1
W010,L1022,3,2,PASS,1
W010,L1022,3,3,PASS,1
W010,L1022,3,4,PASS,1
W010,L1022,4,0,PASS,1
W010,L1022,4,1,PASS,1
W010,L1022,4,2,PASS,1
W010,L1022,4,3,PASS,1
W010,L1022,4,4,PASS,1
W011,L1023,0,0,PASS,1
W011,L1023,0,1,PASS,1
W011,L1023,0,2,PASS,1
W011,L1023,0,3,PASS,1
W011,L1023,0,4,PASS,1
W011,L1023,1,0,PASS,1
W011,L1023,1,1,PASS,1
W011,L1023,1,2,PASS,1
W011,L1023,1,3,PASS,1
W011,L1023,1,4,PASS,1
W011,L1023,2,0,PASS,1
W011,L1023,2,1,PASS,1
W011,L1023,2,2,PASS,1
W011,L1023,2,3,PASS,1
W011,L1023,2,4,PASS,1
W011,L1023,3,0,PASS,1
W011,L1023,3,1,FAIL,5
W011,L1023,3,2,PASS,1
W011,L1023,3,3,PASS,1
W011,L1023,3,4,PASS,1
W011,L1023,4,0,PASS,1
W011,L1023,4,1,PASS,1
W011,L1023,4,2,PASS,1
W011,L1023,4,3,PASS,1
W011,L1023,4,4,PASS,1
W012,L1023,0,0,PASS,1
W012,L1023,0,1,PASS,1
W012,L1023,0,2,PASS,1
W012,L1023,0,3,PASS,1
W012,L1023,0,4,PASS,1
W012,L1023,1,0,PASS,1
W012,L1023,1,1,PASS,1
W012,L1023,1,2,PASS,1
W012,L1023,1,3,PASS,1
W012,L1023,1,4,PASS,1
W012,L1023,2,0,PASS,1
W012,L1023,2,1,FAIL,3
W012,L1023,2,2,PASS,1
W012,L1023,2,3,PASS,1
W012,L1023,2,4,PASS,1
W012,L1023,3,0,PASS,1
W012,L1023,3,1,PASS,1
W012,L1023,3,2,FAIL,3
W012,L1023,3,3,PASS,1
W012,L1023,3,4,PASS,1
W012,L1023,4,0,PASS,1
W012,L1023,4,1,PASS,1
W012,L1023,4,2,PASS,1
W012,L1023,4,3,PASS,1
W012,L1023,4,4,PASS,1
W013,L1023,0,0,PASS,1
W013,L1023,0,1,PASS,1
W013,L1023,0,2,PASS,1
W013,L1023,0,3,PASS,1
W013,L1023,0,4,PASS,1
W013,L1023,1,0,PASS,1
W013,L1023,1,1,PASS,1
W013,L1023,1,2,PASS,1
W013,L1023,1,3,PASS,1
W013,L1023,1,4,PASS,1
W013,L1023,2,0,PASS,1
W013,L1023,2,1,PASS,1
W013,L1023,2,2,PASS,1
W013,L1023,2,3,PASS,1
W013,L1023,2,4,PASS,1
W013,L1023,3,0,PASS,1
W013,L1023,3,1,PASS,1
W013,L1023,3,2,PASS,1
W013,L1023,3,3,PASS,1
W013,L1023,3,4,PASS,1
W013,L1023,4,0,PASS,1
W013,L1023,4,1,PASS,1
W013,L1023,4,2,PASS,1
W013,L1023,4,3,PASS,1
W013,L1023,4,4,PASS,1
W014,L1023,0,0,PASS,1
W014,L1023,0,1,PASS,1
W014,L1023,0,2,PASS,1
W014,L1023,0,3,PASS,1
W014,L1023,0,4,PASS,1
W014,L1023,1,0,PASS,1
W014,L1023,1,1,PASS,1
W014,L1023,1,2,PASS,1
W014,L1023,1,3,PASS,1
W014,L1023,1,4,PASS,1
W014,L1023,2,0,PASS,1
W014,L1023,2,1,PASS,1
W014,L1023,2,2,PASS,1
W014,L1023,2,3,PASS,1
W014,L1023,2,4,PASS,1
W014,L1023,3,0,PASS,1
W014,L1023,3,1,PASS,1
W014,L1023,3,2,PASS,1
W014,L1023,3,3,PASS,1
W014,L1023,3,4,PASS,1
W014,L1023,4,0,PASS,1
W014,L1023,4,1,PASS,1
W014,L1023,4,2,PASS,1
W014,L1023,4,3,PASS,1
W014,L1023,4,4,PASS,1
W015,L1023,0,0,PASS,1
W015,L1023,0,1,PASS,1
W015,L1023,0,2,PASS,1
W015,L1023,0,3,PASS,1
W015,L1023,0,4,PASS,1
W015,L1023,1,0,PASS,1
W015,L1023,1,1,PASS,1
W015,L1023,1,2,PASS,1
W015,L1023,1,3,PASS,1
W015,L1023,1,4,PASS,1
W015,L1023,2,0,PASS,1
W015,L1023,2,1,PASS,1
W015,L1023,2,2,PASS,1
W015,L1023,2,3,PASS,1
W015,L1023,2,4,PASS,1
W015,L1023,3,0,PASS,1
W015,L1023,3,1,PASS,1
W015,L1023,3,2,PASS,1
W015,L1023,3,3,PASS,1
W015,L1023,3,4,PASS,1
W015,L1023,4,0,PASS,1
W015,L1023,4,1,PASS,1
W015,L1023,4,2,PASS,1
W015,L1023,4,3,PASS,1
W015,L1023,4,4,PASS,1
W016,L1024,0,0,PASS,1
W016,L1024,0,1,PASS,1
W016,L1024,0,2,PASS,1
W016,L1024,0,3,PASS,1
W016,L1024,0,4,PASS,1
W016,L1024,1,0,PASS,1
W016,L1024,1,1,PASS,1
W016,L1024,1,2,PASS,1
W016,L1024,1,3,PASS,1
W016,L1024,1,4,PASS,1
W016,L1024,2,0,PASS,1
W016,L1024,2,1,PASS,1
W016,L1024,2,2,PASS,1
W016,L1024,2,3,PASS,1
W016,L1024,2,4,PASS,1
W016,L1024,3,0,PASS,1
W016,L1024,3,1,PASS,1
W016,L1024,3,2,PASS,1
W016,L1024,3,3,PASS,1
W016,L1024,3,4,PASS,1
W016,L1024,4,0,PASS,1
W016,L1024,4,1,PASS,1
W016,L1024,4,2,PASS,1
W016,L1024,4,3,PASS,1
W016,L1024,4,4,PASS,1
W017,L1024,0,0,PASS,1
W017,L1024,0,1,PASS,1
W017,L1024,0,2,PASS,1
W017,L1024,0,3,PASS,1
W017,L1024,0,4,PASS,1
W017,L1024,1,0,PASS,1
W017,L1024,1,1,PASS,1
W017,L1024,1,2,PASS,1
W017,L1024,1,3,PASS,1
W017,L1024,1,4,PASS,1
W017,L1024,2,0,PASS,1
W017,L1024,2,1,PASS,1
W017,L1024,2,2,PASS,1
W017,L1024,2,3,PASS,1
W017,L1024,2,4,PASS,1
W017,L1024,3,0,PASS,1
W017,L1024,3,1,PASS,1
W017,L1024,3,2,PASS,1
W017,L1024,3,3,PASS,1
W017,L1024,3,4,PASS,1
W017,L1024,4,0,PASS,1
W017,L1024,4,1,PASS,1
W017,L1024,4,2,PASS,1
W017,L1024,4,3,PASS,1
W017,L1024,4,4,PASS,1
W018,L1024,0,0,PASS,1
W018,L1024,0,1,PASS,1
W018,L1024,0,2,PASS,1
W018,L1024,0,3,PASS,1
W018,L1024,0,4,PASS,1
W018,L1024,1,0,PASS,1
W018,L1024,1,1,PASS,1
W018,L1024,1,2,PASS,1
W018,L1024,1,3,PASS,1
W018,L1024,1,4,PASS,1
W018,L1024,2,0,PASS,1
W018,L1024,2,1,PASS,1
W018,L1024,2,2,PASS,1
W018,L1024,2,3,PASS,1
W018,L1024,2,4,PASS,1
W018,L1024,3,0,PASS,1
W018,L1024,3,1,PASS,1
W018,L1024,3,2,PASS,1
W018,L1024,3,3,PASS,1
W018,L1024,3,4,PASS,1
W018,L1024,4,0,PASS,1
W018,L1024,4,1,PASS,1
W018,L1024,4,2,PASS,1
W018,L1024,4,3,PASS,1
W018,L1024,4,4,PASS,1
W019,L1024,0,0,PASS,1
W019,L1024,0,1,PASS,1
W019,L1024,0,2,PASS,1
W019,L1024,0,3,PASS,1
W019,L1024,0,4,PASS,1
W019,L1024,1,0,PASS,1
W019,L1024,1,1,PASS,1
W019,L1024,1,2,PASS,1
W019,L1024,1,3,PASS,1
W019,L1024,1,4,PASS,1
W019,L1024,2,0,PASS,1
W019,L1024,2,1,PASS,1
W019,L1024,2,2,PASS,1
W019,L1024,2,3,PASS,1
W019,L1024,2,4,PASS,1
W019,L1024,3,0,PASS,1
W019,L1024,3,1,PASS,1
W019,L1024,3,2,PASS,1
W019,L1024,3,3,PASS,1
W019,L1024,3,4,PASS,1
W019,L1024,4,0,PASS,1
W019,L1024,4,1,PASS,1
W019,L1024,4,2,FAIL,5
W019,L1024,4,3,PASS,1
W019,L1024,4,4,FAIL,4
W020,L1024,0,0,PASS,1
W020,L1024,0,1,PASS,1
W020,L1024,0,2,PASS,1
W020,L1024,0,3,PASS,1
W020,L1024,0,4,PASS,1
W020,L1024,1,0,PASS,1
W020,L1024,1,1,PASS,1
W020,L1024,1,2,PASS,1
W020,L1024,1,3,PASS,1
W020,L1024,1,4,PASS,1
W020,L1024,2,0,PASS,1
W020,L1024,2,1,PASS,1
W020,L1024,2,2,PASS,1
W020,L1024,2,3,PASS,1
W020,L1024,2,4,PASS,1
W020,L1024,3,0,PASS,1
W020,L1024,3,1,PASS,1
W020,L1024,3,2,PASS,1
W020,L1024,3,3,PASS,1
W020,L1024,3,4,PASS,1
W020,L1024,4,0,PASS,1
W020,L1024,4,1,PASS,1
W020,L1024,4,2,PASS,1
W020,L1024,4,3,PASS,1
W020,L1024,4,4,PASS,1
W021,L1025,0,0,PASS,1
W021,L1025,0,1,PASS,1
W021,L1025,0,2,PASS,1
W021,L1025,0,3,PASS,1
W021,L1025,0,4,PASS,1
W021,L1025,1,0,PASS,1
W021,L1025,1,1,PASS,1
W021,L1025,1,2,PASS,1
W021,L1025,1,3,PASS,1
W021,L1025,1,4,PASS,1
W021,L1025,2,0,PASS,1
W021,L1025,2,1,PASS,1
W021,L1025,2,2,PASS,1
W021,L1025,2,3,PASS,1
W021,L1025,2,4,PASS,1
W021,L1025,3,0,PASS,1
W021,L1025,3,1,PASS,1
W021,L1025,3,2,PASS,1
W021,L1025,3,3,PASS,1
W021,L1025,3,4,PASS,1
W021,L1025,4,0,PASS,1
W021,L1025,4,1,PASS,1
W021,L1025,4,2,PASS,1
W021,L1025,4,3,PASS,1
W021,L1025,4,4,PASS,1
W022,L1025,0,0,PASS,1
W022,L1025,0,1,PASS,1
W022,L1025,0,2,PASS,1
W022,L1025,0,3,PASS,1
W022,L1025,0,4,PASS,1
W022,L1025,1,0,PASS,1
W022,L1025,1,1,PASS,1
W022,L1025,1,2,PASS,1
W022,L1025,1,3,PASS,1
W022,L1025,1,4,PASS,1
W022,L1025,2,0,PASS,1
W022,L1025,2,1,PASS,1
W022,L1025,2,2,PASS,1
W022,L1025,2,3,PASS,1
W022,L1025,2,4,PASS,1
W022,L1025,3,0,PASS,1
W022,L1025,3,1,PASS,1
W022,L1025,3,2,PASS,1
W022,L1025,3,3,PASS,1
W022,L1025,3,4,PASS,1
W022,L1025,4,0,PASS,1
W022,L1025,4,1,PASS,1
W022,L1025,4,2,PASS,1
W022,L1025,4,3,PASS,1
W022,L1025,4,4,PASS,1
W023,L1025,0,0,PASS,1
W023,L1025,0,1,PASS,1
W023,L1025,0,2,PASS,1
W023,L1025,0,3,PASS,1
W023,L1025,0,4,PASS,1
W023,L1025,1,0,PASS,1
W023,L1025,1,1,FAIL,4
W023,L1025,1,2,PASS,1
W023,L1025,1,3,PASS,1
W023,L1025,1,4,PASS,1
W023,L1025,2,0,PASS,1
W023,L1025,2,1,PASS,1
W023,L1025,2,2,PASS,1
W023,L1025,2,3,PASS,1
W023,L1025,2,4,PASS,1
W023,L1025,3,0,PASS,1
W023,L1025,3,1,PASS,1
W023,L1025,3,2,PASS,1
W023,L1025,3,3,PASS,1
W023,L1025,3,4,PASS,1
W023,L1025,4,0,PASS,1
W023,L1025,4,1,PASS,1
W023,L1025,4,2,PASS,1
W023,L1025,4,3,PASS,1
W023,L1025,4,4,PASS,1
W024,L1025,0,0,PASS,1
W024,L1025,0,1,PASS,1
W024,L1025,0,2,PASS,1
W024,L1025,0,3,PASS,1
W024,L1025,0,4,PASS,1
W024,L1025,1,0,PASS,1
W024,L1025,1,1,PASS,1
W024,L1025,1,2,PASS,1
W024,L1025,1,3,PASS,1
W024,L1025,1,4,PASS,1
W024,L1025,2,0,PASS,1
W024,L1025,2,1,PASS,1
W024,L1025,2,2,PASS,1
W024,L1025,2,3,PASS,1
W024,L1025,2,4,PASS,1
W024,L1025,3,0,FAIL,3
W024,L1025,3,1,PASS,1
W024,L1025,3,2,PASS,1
W024,L1025,3,3,PASS,1
W024,L1025,3,4,PASS,1
W024,L1025,4,0,PASS,1
W024,L1025,4,1,PASS,1
W024,L1025,4,2,PASS,1
W024,L1025,4,3,PASS,1
W024,L1025,4,4,PASS,1
W025,L1025,0,0,PASS,1
W025,L1025,0,1,PASS,1
W025,L1025,0,2,PASS,1
W025,L1025,0,3,PASS,1
W025,L1025,0,4,PASS,1
W025,L1025,1,0,PASS,1
W025,L1025,1,1,PASS,1
W025,L1025,1,2,PASS,1
W025,L1025,1,3,PASS,1
W025,L1025,1,4,PASS,1
W025,L1025,2,0,PASS,1
W025,L1025,2,1,PASS,1
W025,L1025,2,2,PASS,1
W025,L1025,2,3,PASS,1
W025,L1025,2,4,PASS,1
W025,L1025,3,0,PASS,1
W025,L1025,3,1,PASS,1
W025,L1025,3,2,PASS,1
W025,L1025,3,3,PASS,1
W025,L1025,3,4,PASS,1
W025,L1025,4,0,PASS,1
W025,L1025,4,1,PASS,1
W025,L1025,4,2,PASS,1
W025,L1025,4,3,PASS,1
W025,L1025,4,4,PASS,1
W026,L1026,0,0,PASS,1
W026,L1026,0,1,PASS,1
W026,L1026,0,2,PASS,1
W026,L1026,0,3,FAIL,5
W026,L1026,0,4,PASS,1
W026,L1026,1,0,FAIL,3
W026,L1026,1,1,PASS,1
W026,L1026,1,2,PASS,1
W026,L1026,1,3,PASS,1
W026,L1026,1,4,PASS,1
W026,L1026,2,0,PASS,1
W026,L1026,2,1,PASS,1
W026,L1026,2,2,PASS,1
W026,L1026,2,3,PASS,1
W026,L1026,2,4,PASS,1
W026,L1026,3,0,PASS,1
W026,L1026,3,1,PASS,1
W026,L1026,3,2,PASS,1
W026,L1026,3,3,PASS,1
W026,L1026,3,4,PASS,1
W026,L1026,4,0,PASS,1
W026,L1026,4,1,PASS,1
W026,L1026,4,2,PASS,1
W026,L1026,4,3,PASS,1
W026,L1026,4,4,PASS,1
W027,L1026,0,0,PASS,1
W027,L1026,0,1,PASS,1
W027,L1026,0,2,PASS,1
W027,L1026,0,3,PASS,1
W027,L1026,0,4,PASS,1
W027,L1026,1,0,PASS,1
W027,L1026,1,1,PASS,1
W027,L1026,1,2,PASS,1
W027,L1026,1,3,PASS,1
W027,L1026,1,4,PASS,1
W027,L1026,2,0,PASS,1
W027,L1026,2,1,PASS,1
W027,L1026,2,2,PASS,1
W027,L1026,2,3,PASS,1
W027,L1026,2,4,PASS,1
W027,L1026,3,0,PASS,1
W027,L1026,3,1,PASS,1
W027,L1026,3,2,PASS,1
W027,L1026,3,3,PASS,1
W027,L1026,3,4,PASS,1
W027,L1026,4,0,PASS,1
W027,L1026,4,1,PASS,1
W027,L1026,4,2,PASS,1
W027,L1026,4,3,PASS,1
W027,L1026,4,4,FAIL,4
W028,L1026,0,0,PASS,1
W028,L1026,0,1,PASS,1
W028,L1026,0,2,FAIL,4
W028,L1026,0,3,PASS,1
W028,L1026,0,4,PASS,1
W028,L1026,1,0,PASS,1
W028,L1026,1,1,PASS,1
W028,L1026,1,2,PASS,1
W028,L1026,1,3,PASS,1
W028,L1026,1,4,PASS,1
W028,L1026,2,0,PASS,1
W028,L1026,2,1,PASS,1
W028,L1026,2,2,PASS,1
W028,L1026,2,3,PASS,1
W028,L1026,2,4,PASS,1
W028,L1026,3,0,PASS,1
W028,L1026,3,1,PASS,1
W028,L1026,3,2,PASS,1
W028,L1026,3,3,PASS,1
W028,L1026,3,4,PASS,1
W028,L1026,4,0,PASS,1
W028,L1026,4,1,PASS,1
W028,L1026,4,2,PASS,1
W028,L1026,4,3,PASS,1
W028,L1026,4,4,PASS,1
W029,L1026,0,0,PASS,1
W029,L1026,0,1,PASS,1
W029,L1026,0,2,PASS,1
W029,L1026,0,3,PASS,1
W029,L1026,0,4,PASS,1
W029,L1026,1,0,FAIL,4
W029,L1026,1,1,PASS,1
W029,L1026,1,2,PASS,1
W029,L1026,1,3,PASS,1
W029,L1026,1,4,PASS,1
W029,L1026,2,0,PASS,1
W029,L1026,2,1,PASS,1
W029,L1026,2,2,PASS,1
W029,L1026,2,3,PASS,1
W029,L1026,2,4,PASS,1
W029,L1026,3,0,PASS,1
W029,L1026,3,1,PASS,1
W029,L1026,3,2,PASS,1
W029,L1026,3,3,PASS,1
W029,L1026,3,4,PASS,1
W029,L1026,4,0,PASS,1
W029,L1026,4,1,PASS,1
W029,L1026,4,2,PASS,1
W029,L1026,4,3,PASS,1
W029,L1026,4,4,PASS,1
W030,L1026,0,0,PASS,1
W030,L1026,0,1,PASS,1
W030,L1026,0,2,PASS,1
W030,L1026,0,3,PASS,1
W030,L1026,0,4,PASS,1
W030,L1026,1,0,PASS,1
W030,L1026,1,1,PASS,1
W030,L1026,1,2,PASS,1
W030,L1026,1,3,PASS,1
W030,L1026,1,4,PASS,1
W030,L1026,2,0,PASS,1
W030,L1026,2,1,PASS,1
W030,L1026,2,2,PASS,1
W030,L1026,2,3,PASS,1
W030,L1026,2,4,PASS,1
W030,L1026,3,0,PASS,1
W030,L1026,3,1,PASS,1
W030,L1026,3,2,PASS,1
W030,L1026,3,3,FAIL,5
W030,L1026,3,4,PASS,1
W030,L1026,4,0,PASS,1
W030,L1026,4,1,PASS,1
W030,L1026,4,2,PASS,1
W030,L1026,4,3,PASS,1
W030,L1026,4,4,PASS,1
W031,L1027,0,0,FAIL,4
W031,L1027,0,1,PASS,1
W031,L1027,0,2,PASS,1
W031,L1027,0,3,PASS,1
W031,L1027,0,4,PASS,1
W031,L1027,1,0,FAIL,5
W031,L1027,1,1,PASS,1
W031,L1027,1,2,PASS,1
W031,L1027,1,3,PASS,1
W031,L1027,1,4,PASS,1
W031,L1027,2,0,PASS,1
W031,L1027,2,1,PASS,1
W031,L1027,2,2,PASS,1
W031,L1027,2,3,PASS,1
W031,L1027,2,4,PASS,1
W031,L1027,3,0,FAIL,3
W031,L1027,3,1,PASS,1
W031,L1027,3,2,PASS,1
W031,L1027,3,3,PASS,1
W031,L1027,3,4,PASS,1
W031,L1027,4,0,PASS,1
W031,L1027,4,1,PASS,1
W031,L1027,4,2,PASS,1
W031,L1027,4,3,PASS,1
W031,L1027,4,4,PASS,1
W032,L1027,0,0,PASS,1
W032,L1027,0,1,PASS,1
W032,L1027,0,2,PASS,1
W032,L1027,0,3,PASS,1
W032,L1027,0,4,PASS,1
W032,L1027,1,0,PASS,1
W032,L1027,1,1,PASS,1
W032,L1027,1,2,PASS,1
W032,L1027,1,3,PASS,1
W032,L1027,1,4,PASS,1
W032,L1027,2,0,PASS,1
W032,L1027,2,1,PASS,1
W032,L1027,2,2,PASS,1
W032,L1027,2,3,PASS,1
W032,L1027,2,4,PASS,1
W032,L1027,3,0,PASS,1
W032,L1027,3,1,PASS,1
W032,L1027,3,2,PASS,1
W032,L1027,3,3,PASS,1
W032,L1027,3,4,PASS,1
W032,L1027,4,0,PASS,1
W032,L1027,4,1,PASS,1
W032,L1027,4,2,PASS,1
W032,L1027,4,3,PASS,1
W032,L1027,4,4,PASS,1
W033,L1027,0,0,PASS,1
W033,L1027,0,1,PASS,1
W033,L1027,0,2,FAIL,5
W033,L1027,0,3,PASS,1
W033,L1027,0,4,PASS,1
W033,L1027,1,0,PASS,1
W033,L1027,1,1,PASS,1
W033,L1027,1,2,PASS,1
W033,L1027,1,3,PASS,1
W033,L1027,1,4,PASS,1
W033,L1027,2,0,PASS,1
W033,L1027,2,1,PASS,1
W033,L1027,2,2,PASS,1
W033,L1027,2,3,PASS,1
W033,L1027,2,4,FAIL,4
W033,L1027,3,0,FAIL,4
W033,L1027,3,1,FAIL,3
W033,L1027,3,2,PASS,1
